0,1405701836,utime,Stat,TireWrn,TLF,,TRF,,TRT,,TSP,,T5,,PrLF,PrRF,PrRT,PrSP,Pr5,SNLF,SNRF,SNRT,SNSP,SN5,lowBatt,low12T,low25T,Ssn,act,msW,CT,ACKA,EET
0,1405701836,mins,,,0,,,,,0,,,,,,0,,,0,,,0,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,,,0,,,,,,,0,,,,0,,,,0,,,0,,,0,,0,,,,0
0,1405701836,maxs,,256,,,256,,,256,256,256,256,256,256,,256,256,256,256,256,256,256,256,256,,256,,,,256,,,,,256,,256,256,,256,256,256,256
0,1405701836,attr,,,H,,,,,,N,,,,,N,,,N,,,N,,,N,,,N,,,N,,,,N,,,N,,,N,,,N,,,N,,,N,,,N,,,N,,,N,,,,N,,,,,,,N,,,,,,N,,,,N,,,,N,,,N,,,N,,,N,,,N
0,1405701837,2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1405701838,3312,192,0,0,0,0,0,0,0,0,0,0,0,0,405760,0,0,0,0,0,0,0,0,0,0,0,0
0,1405701839,4313,192,0,0,0,0,0,0,0,0,0,0,0,0,405955,408536,393216,0,0,0,0,0,0,0,0,0,0
0,1405701840,5317,192,0,0,0,0,0,0,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,0,0,0,0,0
0,1405701841,6320,192,0,0,0,0,0,0,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,0,0,0,0,0
0,1405701842,7324,192,0,0,0,0,0,0,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,0,0,0,0,0
0,1405701843,8845,192,0,0,0,0,0,0,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,0,0,0,0,0
0,1405701844,9852,192,0,0,0,0,0,0,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,0,0,0,0,0
0,1405701845,10858,192,0,0,0,0,0,0,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,0,0,0,0,0
0,1405701846,11861,192,0,0,0,0,0,0,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,0,0,0,0,0
0,1405701847,12868,192,0,0,0,0,0,0,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,0,0,0,0,0
0,1405701848,13869,192,0,0,0,0,0,0,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,0,0,0,0,0
0,1405701849,14875,192,0,0,0,0,0,0,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,0
0,1405701850,15876,192,0,0,0,0,0,0,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701851,16882,192,0,3,3,3,3,3,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701852,17892,192,0,3,3,3,3,3,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701853,18897,192,0,3,3,3,3,3,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701854,19907,192,0,3,3,3,3,3,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701855,20910,192,0,3,3,3,3,3,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701856,21917,192,0,3,3,3,3,3,0,0,0,0,0,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701857,22918,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701858,23924,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701859,24928,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701860,25934,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701861,26944,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701862,27946,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701864,29946,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701865,30950,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701866,31954,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701867,32958,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701868,33965,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701869,34973,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701870,35976,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701871,36984,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701872,37992,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701874,39417,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701875,40421,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701876,41427,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701877,42437,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701878,43448,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701879,44454,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
0,1405701880,45458,192,0,3,3,3,3,3,251,250,250,250,251,0,405955,408536,426968,0,0,0,0,0,6,0,0,0,6
