0,1405348953,utime,volts24,volts12,gappos,gapmotor,BSChKill,MotCont,MotPreC,ArrCont,ArrPreC,GapD1,GapIN1,GapIN2,ArrayA,ArrayB,ArrayC,Estop,Thren
0,1405348953,mins,,,,0,,,,,,0,,,,,,,0,,,,,,-2,,,,,,,,0,,,,,,,,0,,,,,,0,,,,,,,0,,,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,0
0,1405348953,maxs,,,100,,,,100,,,,100,,,,,,+2,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,1,,,,,,1,,,,,1,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,1
0,1405348953,attr,,,,N,,,,,,,N,,,,,,N,,,,,,,N,,,,,,,,L,,,,,,,,L,,,,,,L,,,,,,,L,,,,,,,L,,,,,,L,,,,,L,,,,,L,,,,,,L,,,,,,L,,,,,,L,,,,,,L,,,,,L
0,1405348954,2384,32679,1968,48685,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1405348955,3386,32679,1968,48685,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1405348956,4387,32679,1968,48685,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1405348957,5397,32679,1968,48685,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1405348958,6402,32679,1968,48685,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1405348959,7406,32679,1968,48685,-1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1405348960,8410,32679,1968,48685,-1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1405348961,9411,32679,1968,48685,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1405348962,10414,32679,1968,48685,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1405348963,11418,32679,1968,48685,-1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1405348964,12425,32679,1968,48685,-1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1405348965,13430,32679,1968,48685,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1405348966,14432,32679,1968,48685,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1405348967,15433,32679,1968,48685,-1,0,0,0,0,0,0,0,1,0,0,0,0,1
