0,1405348953,utime,T(cK),I(cA),V(mV),V_sup(mV),Stat,T(cK),I(cA),V(mV),V_sup(mV),Stat
0,1405348953,mins,,,0,,,,,,0,,,,,0,,,,,0,,,,,,,,0,,,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0
0,1405348953,maxs,,32768,,,32768,,32768,,32768,32768,32768,32768,32768,,32768,,32768
0,1405348953,attr,,N,,,,,,,,N,,,,,,N,,,,,,,N,,,,,N,,,,,N,,,,,N,,,,,N,,,,N,,,,,,,N
0,1405348954,2384,0,0,0,0,0,0,0,0,0,0
0,1405348955,3386,29925,-87,13005,0,1,29790,-87,12935,88,1
0,1405348956,4387,29925,-87,13005,0,1,29790,-87,12930,88,1
0,1405348957,5397,29925,-87,13005,0,1,29790,-87,12930,88,1
0,1405348958,6402,29925,-87,13005,0,1,29790,-87,12930,88,1
0,1405348959,7406,29925,-87,13005,0,1,29790,-87,12930,88,1
0,1405348960,8410,29925,-87,13005,0,1,29745,-87,12930,88,1
0,1405348961,9411,29925,-87,13005,0,1,29790,-87,12930,88,1
0,1405348962,10414,29925,-87,13000,0,1,29745,-87,12930,88,1
0,1405348963,11418,29925,-87,13000,0,1,29790,-87,12930,88,1
0,1405348964,12425,29925,-87,13000,0,1,29790,-87,12930,88,1
0,1405348965,13430,29925,-86,13000,0,1,29790,-87,12925,88,1
0,1405348966,14432,29925,-87,13000,0,1,29790,-87,12925,88,1
0,1405348967,15433,29925,-87,13000,0,1,29790,-87,12925,88,1
0,1405348968,16435,29925,-87,13000,0,1,29790,-87,12925,88,1
0,1405348969,17441,29925,-87,13000,0,1,29790,-87,12925,88,1
0,1405348970,18450,29925,-87,12995,0,1,29790,-87,12925,88,1
0,1405348971,19453,29925,-87,12995,0,1,29790,-87,12925,88,1
0,1405348972,20456,29925,-87,12995,0,1,29790,-87,12925,88,1
0,1405348973,21461,29925,-87,12995,0,1,29745,-87,12920,88,1
0,1405348974,22462,29925,-87,12990,0,1,29790,-87,12920,88,1
0,1405348975,23468,29925,-87,12995,0,1,29790,-87,12920,88,1
0,1405348976,24470,29925,-87,12990,0,1,29745,-87,12920,88,1
0,1405348977,25471,29925,-87,12990,0,1,29790,-87,12920,88,1
0,1405348978,26476,29925,-87,12990,0,1,29790,-87,12920,88,1
0,1405348979,27479,29925,-87,12990,0,1,29790,-87,12920,88,1
0,1405348980,28482,29925,-87,12990,0,1,29745,-87,12920,88,1
0,1405348982,30664,29925,-87,12990,0,1,29745,-87,12920,88,1
0,1405348983,31670,29925,-87,12990,0,1,29790,-89,12915,88,1
0,1405348984,32671,29925,-87,12985,0,1,29745,-89,12915,88,1
0,1405348985,33767,29925,-86,12985,0,1,29745,-87,12915,88,1
0,1405348986,34771,29925,-87,12985,0,1,29790,-89,12915,88,1
0,1405348987,35783,29925,-87,12985,0,1,29745,-87,12915,88,1
0,1405348988,36785,29925,-86,12985,0,1,29790,-87,12915,88,1
0,1405348989,37789,29925,-86,12985,0,1,29790,-87,12915,88,1
0,1405348990,38790,29925,-87,12985,0,1,29745,-87,12910,88,1
0,1405348991,39792,29925,-87,12985,0,1,29790,-89,12910,88,1
0,1405348992,40805,29925,-87,12985,0,1,29790,-87,12910,88,1
0,1405348993,41814,29925,-86,12980,0,1,29745,-87,12910,88,1
0,1405348994,42820,29925,-86,12980,0,1,29790,-87,12910,88,1
0,1405348995,43823,29925,-86,12980,0,1,29790,-87,12910,88,1
0,1405348996,44831,29925,-86,12980,0,1,29790,-87,12910,88,1
0,1405348997,45832,29925,-87,12980,0,1,29790,-87,12910,88,1
0,1405348998,46841,29925,-86,12980,0,1,29790,-87,12910,88,1
0,1405348999,47850,29925,-87,12975,0,1,29745,-87,12905,88,1
0,1405349000,48855,29925,-86,12980,0,1,29790,-87,12905,88,1
0,1405349001,49871,29925,-86,12980,0,1,29790,-87,12905,88,1
0,1405349002,50878,29925,-86,12975,0,1,29790,-87,12905,88,1
0,1405349003,51884,29925,-86,12975,0,1,29790,-87,12905,88,1
0,1405349004,52887,29925,-86,12975,0,1,29790,-87,12905,88,1
0,1405349005,53889,29925,-87,12975,0,1,29745,-87,12905,88,1
0,1405349006,54895,29925,-86,12975,0,1,29790,-87,12905,88,1
0,1405349007,55901,29925,-87,12975,0,1,29790,-87,12900,88,1
0,1405349008,56906,29925,-86,12970,0,1,29745,-87,12900,88,1
0,1405349009,57907,29925,-86,12970,0,1,29790,-87,12900,88,1
0,1405349010,58913,29925,-86,12970,0,1,29790,-87,12900,88,1
0,1405349012,60145,29925,-86,12970,0,1,29790,-87,12900,88,1
0,1405349013,61150,29925,-87,12970,0,1,29790,-89,12900,88,1
0,1405349014,62157,29925,-86,12970,0,1,29790,-87,12900,88,1
0,1405349015,63159,29925,-86,12970,0,1,29790,-87,12900,88,1
0,1405349016,64164,29925,-86,12970,0,1,29790,-87,12900,88,1
0,1405349017,65173,29925,-86,12970,0,1,29790,-87,12900,88,1
0,1405349018,66175,29925,-86,12965,0,1,29790,-87,12900,88,1
0,1405349019,67183,29925,-86,12965,0,1,29790,-87,12895,88,1
0,1405349020,68191,29925,-87,12965,0,1,29745,-87,12895,88,1
0,1405349021,69976,29925,-87,12965,0,1,29790,-87,12895,88,1
0,1405349022,70980,29925,-87,12965,0,1,29790,-87,12895,88,1
0,1405349023,71989,29925,-87,12965,0,1,29790,-87,12895,88,1
0,1405349024,72998,29925,-86,12965,0,1,29790,-87,12895,88,1
0,1405349026,74008,29925,-86,12965,0,1,29790,-87,12890,88,1
0,1405349027,75015,29925,-86,12965,0,1,29745,-87,12890,88,1
0,1405349028,76022,29925,-87,12960,0,1,29790,-87,12890,88,1
0,1405349029,77024,29925,-86,12960,0,1,29790,-87,12890,88,1
0,1405349030,78032,29925,-86,12960,0,1,29745,-87,12890,88,1
0,1405349031,79035,29925,-87,12960,0,1,29745,-87,12890,88,1
0,1405349032,80037,29925,-86,12960,0,1,29790,-87,12890,88,1
0,1405349033,81048,29925,-86,12960,0,1,29790,-87,12890,88,1
0,1405349034,82056,29925,-87,12960,0,1,29790,-87,12890,88,1
0,1405349035,83064,29925,-86,12960,0,1,29790,-87,12890,88,1
0,1405349036,84065,29925,-86,12960,0,1,29790,-87,12890,88,1
0,1405349037,85068,29925,-86,12960,0,1,29745,-87,12890,88,1
0,1405349038,86069,29925,-86,12960,0,1,29790,-87,12885,88,1
0,1405349039,87077,29925,-86,12955,0,1,29790,-87,12885,88,1
0,1405349040,88086,29925,-86,12955,0,1,29745,-87,12885,88,1
0,1405349041,89104,29925,-87,12955,0,1,29790,-87,12885,88,1
0,1405349042,90106,29925,-87,12955,0,1,29790,-87,12885,88,1
0,1405349043,91113,29925,-86,12955,0,1,29745,-87,12885,88,1
0,1405349044,92121,29925,-86,12955,0,1,29745,-87,12885,88,1
0,1405349045,93123,29925,-86,12955,0,1,29790,-87,12885,88,1
0,1405349046,94136,29880,-86,12955,0,1,29790,-87,12885,88,1
0,1405349047,95144,29925,-87,12955,0,1,29790,-87,12885,88,1
0,1405349048,96147,29925,-86,12950,0,1,29790,-87,12880,88,1
0,1405349049,97152,29925,-87,12950,0,1,29790,-87,12880,88,1
0,1405349050,98154,29925,-86,12950,0,1,29790,-87,12880,88,1
0,1405349051,99159,29925,-87,12950,0,1,29790,-87,12880,88,1
0,1405349052,100164,29925,-86,12950,0,1,29790,-87,12880,88,1
0,1405349053,101165,29925,-86,12950,0,1,29745,-87,12880,88,1
0,1405349054,102173,29925,-86,12950,0,1,29745,-87,12880,88,1
0,1405349055,103182,29925,-86,12950,0,1,29790,-87,12880,88,1
0,1405349056,104185,29925,-86,12945,0,1,29790,-87,12880,88,1
0,1405349057,105188,29925,-86,12945,0,1,29790,-87,12880,88,1
0,1405349058,106190,29925,-86,12945,0,1,29745,-87,12875,88,1
0,1405349059,107192,29880,-86,12945,0,1,29790,-87,12880,88,1
0,1405349060,108197,29925,-86,12945,0,1,29745,-87,12875,88,1
0,1405349061,109208,29925,-86,12945,0,1,29745,-87,12875,88,1
0,1405349062,110209,29925,-86,12945,0,1,29790,-87,12875,88,1
0,1405349063,111216,29880,-86,12945,0,1,29790,-87,12875,88,1
0,1405349064,112219,29925,-86,12945,0,1,29745,-87,12875,88,1
0,1405349065,113222,29925,-87,12945,0,1,29790,-87,12870,88,1
0,1405349066,114227,29925,-86,12945,0,1,29790,-87,12875,88,1
0,1405349067,115232,29925,-86,12940,0,1,29745,-87,12875,88,1
0,1405349068,116237,29925,-86,12940,0,1,29790,-87,12875,88,1
0,1405349069,117239,29925,-86,12940,0,1,29745,-87,12875,88,1
0,1405349070,118247,29925,-86,12940,0,1,29790,-87,12870,88,1
0,1405349071,119255,29880,-86,12940,0,1,29745,-87,12870,88,1
0,1405349072,120261,29925,-86,12940,0,1,29745,-87,12870,88,1
0,1405349073,121271,29925,-86,12940,0,1,29790,-87,12870,88,1
0,1405349074,122278,29925,-86,12940,0,1,29790,-87,12870,88,1
0,1405349075,123283,29925,-86,12940,0,1,29745,-87,12870,88,1
0,1405349076,124293,29925,-86,12940,0,1,29790,-87,12870,88,1
0,1405349077,125298,29925,-86,12935,0,1,29790,-87,12870,88,1
0,1405349078,126307,29880,-87,12935,0,1,29745,-87,12870,88,1
0,1405349079,127317,29925,-86,12935,0,1,29790,-87,12870,88,1
0,1405349080,128318,29925,-86,12935,0,1,29790,-87,12870,88,1
0,1405349081,129325,29925,-86,12935,0,1,29745,-87,12870,88,1
0,1405349082,130332,29925,-86,12935,0,1,29745,-87,12865,88,1
0,1405349083,131345,29925,-86,12935,0,1,29790,-87,12865,88,1
0,1405349084,132347,29925,-86,12935,0,1,29790,-87,12865,88,1
0,1405349085,133351,29925,-86,12935,0,1,29790,-87,12865,88,1
0,1405349086,134361,29880,-86,12935,0,1,29790,-87,12865,88,1
0,1405349087,135368,29925,-86,12935,0,1,29790,-87,12865,88,1
0,1405349088,136371,29925,-86,12935,0,1,29790,-87,12865,88,1
0,1405349089,137374,29880,-86,12930,0,1,29790,-87,12865,88,1
0,1405349090,138379,29925,-86,12930,0,1,29745,-87,12865,77,1
0,1405349091,139388,29925,-86,12930,0,1,29745,-87,12865,88,1
0,1405349092,140392,29925,-86,12930,0,1,29790,-87,12865,88,1
0,1405349093,141394,29880,-86,12930,0,1,29790,-87,12865,88,1
0,1405349094,142395,29925,-86,12930,0,1,29745,-87,12865,88,1
0,1405349095,143401,29925,-86,12930,0,1,29790,-87,12860,88,1
0,1405349096,144402,29925,-86,12930,0,1,29790,-87,12860,88,1
0,1405349097,145414,29925,-86,12930,0,1,29745,-87,12860,88,1
0,1405349098,146417,29925,-87,12930,0,1,29790,-87,12860,88,1
0,1405349099,147425,29925,-86,12930,0,1,29790,-87,12860,88,1
0,1405349100,148435,29925,-86,12925,0,1,29745,-87,12860,88,1
0,1405349101,149446,29925,-86,12925,0,1,29790,-87,12860,88,1
0,1405349102,150448,29925,-86,12925,0,1,29745,-87,12860,88,1
0,1405349103,151452,29925,-86,12925,0,1,29790,-87,12860,88,1
0,1405349104,152459,29925,-87,12925,0,1,29790,-87,12860,88,1
